estimate_id,cancer_code,regimen,role,drug,trial_name,trial_alias,trial_nct,ref,source_locator,source_locator_status,source_endpoint_label,source_population_label,setting,source_n,metric,value,value_status,unit,ci_low,ci_low_status,ci_high,ci_high_status,ci_basis,timepoint,metric_n,responders,note,source_verified,value_basis
ICI-1f683d7cae-01,SARC_OS,PD-1,primary,pembrolizumab,SARC028,,NCT02301039,PMID:28988646,,not_extracted,,,"advanced/metastatic osteosarcoma, bone cohort, 2L+",22,ORR,5,numeric,percent,,not_extracted,,not_extracted,not_extracted,,22,1,Osteosarcoma subtype 1/22 (~4.5%); confirmed in Lancet abstract,True,reported
ICI-678e86ab65-01,SARC_OS,PD-1,alternate,pembrolizumab,SARC028 (other bone subtypes),,,PMID:28988646,,not_extracted,,,Ewing sarcoma and chondrosarcoma subtypes within bone cohort,,ORR,0,numeric,percent,,not_extracted,,not_extracted,not_extracted,,13,0,Ewing sarcoma 0/13; confirmed,True,reported
ICI-7e796043d1-01,SARC_OS,PD-1,alternate,pembrolizumab,SARC028 (other bone subtypes),,,PMID:28988646,,not_extracted,,,Ewing sarcoma and chondrosarcoma subtypes within bone cohort,,ORR,20,numeric,percent,,not_extracted,,not_extracted,not_extracted,,5,1,Chondrosarcoma 1/5; confirmed,True,reported
ICI-ede3c1f501-01,SARC_SMARCA4,PD-1,primary,pembrolizumab,AcSe Pembrolizumab,UC-0105/1612,NCT03012620,PMID:37429302,,not_extracted,,,SMARCA4-deficient sarcoma / malignant rhabdoid tumour subgroup,12,ORR,25,numeric,percent,,not_extracted,,not_extracted,not_extracted,week-12,12,3,"3/12 partial responses, no CR; confirmed vs paper and multiple secondary sources",True,reported
ICI-e2003093ee-01,SARC_SMARCA4,PD-1,primary,pembrolizumab,AcSe Pembrolizumab,UC-0105/1612,NCT03012620,PMID:37429302,,not_extracted,,,SMARCA4-deficient sarcoma / malignant rhabdoid tumour subgroup,12,DCR,50,numeric,percent,,not_extracted,,not_extracted,not_extracted,,12,6,"PR 25% (3/12) + SD 25% (3/12) = DCR 50% (6/12); PD 50% (6/12). Corroborated by OncLive subgroup breakdown (was single-source/uncertain, now confirmed)",True,reported
ICI-458b806694-01,SARC_SMARCA4,PD-1,primary,pembrolizumab,AcSe Pembrolizumab,UC-0105/1612,NCT03012620,PMID:37429302,,not_extracted,,,SMARCA4-deficient sarcoma / malignant rhabdoid tumour subgroup,12,DOR,13.3,numeric,months,8.3,numeric,33.5,numeric,reported,median,3,,"SMARCA4 subgroup median DOR 13.3 mo (95% CI 8.3-33.5) per OncLive; this is the subgroup-specific value (the overall-population DOR is 11.3 mo, see alternate row). Corrected: previously this 13.3/8.3-33.5 value was misattributed to the overall population",True,reported
ICI-2e46a4627a-01,SARC_SMARCA4,PD-1,primary,pembrolizumab,AcSe Pembrolizumab,UC-0105/1612,NCT03012620,PMID:37429302,,not_extracted,,,SMARCA4-deficient sarcoma / malignant rhabdoid tumour subgroup,12,PFS,2,numeric,months,,not_extracted,,not_extracted,not_extracted,median,12,,Subgroup median PFS 2.0 months (per secondary sources summarizing per-histotype data),True,reported
ICI-a166d88a43-01,SARC_SYN,PD-1,primary,pembrolizumab,SARC028,,NCT02301039,PMID:28988646,,not_extracted,,,"advanced/metastatic STS, synovial sarcoma subgroup, 2L+",10,ORR,10,numeric,percent,,not_extracted,,not_extracted,not_extracted,,10,1,synovial sarcoma 1/10; confirmed 10%; tiny-n; immune-cold translocation sarcoma,True,reported
ICI-ba2003b708-01,SARC_SYN,PD-1,alternate,pembrolizumab,SARC028,,,PMID:28988646,,not_extracted,,,"advanced/metastatic STS cohort overall (all histologies), 2L+",40,ORR,18,numeric,percent,7,numeric,33,numeric,reported,,40,7,whole STS cohort context; confirmed 7/40 18% (95% CI 7-33),True,reported
ICI-b09be66c23-01,SARC_SYN,PD-1,alternate,pembrolizumab,SARC028,,,PMID:28988646,,not_extracted,,,"advanced/metastatic STS cohort overall (all histologies), 2L+",40,PFS,18,numeric,weeks,8,numeric,22,numeric,reported,median,40,,STS cohort; reported in weeks; median 18 wk confirmed; CI corrected from 8-21 to published 8-22,True,reported
ICI-1a9349bc90-01,SARC_SYN,PD-1,alternate,pembrolizumab,SARC028,,,PMID:28988646,,not_extracted,,,"advanced/metastatic STS cohort overall (all histologies), 2L+",40,OS,49,numeric,weeks,34,numeric,73,numeric,reported,median,40,,STS cohort; reported in weeks; confirmed median 49 wk (95% CI 34-73),True,reported
ICI-3685d2df14-01,SARC_SYN,PD-1,alternate,pembrolizumab,SARC028,,,PMID:28988646,,not_extracted,,,"advanced/metastatic STS cohort overall (all histologies), 2L+",40,PFS_RATE,55,numeric,rate_percent,40,numeric,70,numeric,reported,12-week,40,,STS cohort 12-week PFS rate; confirmed 55% (95% CI 40-70),True,reported
ICI-27d906d8d8-01,SARC_UPS,PD-1,primary,pembrolizumab,SARC028 expansion cohorts,,NCT02301039,DOI:10.1200/JCO.2019.37.15_suppl.11015,,not_extracted,,,"advanced/metastatic undifferentiated pleomorphic sarcoma (UPS), final expansion cohort",40,ORR,23,numeric,percent,,not_extracted,,not_extracted,not_extracted,,40,9,UPS final expansion ORR 23% (9/40; 2 CR + 7 PR); met primary endpoint,True,reported
ICI-56ba2f840b-01,SARC_UPS,PD-1,primary,pembrolizumab,SARC028 expansion cohorts,,NCT02301039,DOI:10.1200/JCO.2019.37.15_suppl.11015,,not_extracted,,,"advanced/metastatic undifferentiated pleomorphic sarcoma (UPS), final expansion cohort",40,CRR,5,numeric,percent,,not_extracted,,not_extracted,not_extracted,,40,2,UPS final expansion included 2 CR among 9 responders,True,reported
ICI-5a30bd2006-01,SARC_UPS,PD-1,primary,pembrolizumab,SARC028 expansion cohorts,,NCT02301039,DOI:10.1200/JCO.2019.37.15_suppl.11015,,not_extracted,,,"advanced/metastatic undifferentiated pleomorphic sarcoma (UPS), final expansion cohort",40,PFS,3,numeric,months,2,numeric,5,numeric,reported,median,40,,Median PFS 3 months (95% CI 2-5) in UPS final expansion cohort,True,reported
ICI-72b03ee23c-01,SARC_UPS,PD-1,primary,pembrolizumab,SARC028 expansion cohorts,,NCT02301039,DOI:10.1200/JCO.2019.37.15_suppl.11015,,not_extracted,,,"advanced/metastatic undifferentiated pleomorphic sarcoma (UPS), final expansion cohort",40,PFS_RATE,50,numeric,rate_percent,35,numeric,65,numeric,reported,12-week,40,,12-week PFS rate 50% (95% CI 35-65) in UPS final expansion cohort,True,reported
ICI-6b8787485e-01,SARC_UPS,PD-1,primary,pembrolizumab,SARC028 expansion cohorts,,NCT02301039,DOI:10.1200/JCO.2019.37.15_suppl.11015,,not_extracted,,,"advanced/metastatic undifferentiated pleomorphic sarcoma (UPS), final expansion cohort",40,OS,12,numeric,months,7,numeric,34,numeric,reported,median,40,,Median OS 12 months (95% CI 7-34) in UPS final expansion cohort,True,reported
ICI-d55e60ec89-01,SARC_UPS,PD-1,alternate,pembrolizumab,SARC028,,NCT02301039,PMID:28988646,,not_extracted,,,advanced/metastatic UPS initial single-stage cohort; overlaps final expansion cohort,10,ORR,40,numeric,percent,,not_extracted,,not_extracted,not_extracted,,10,4,Initial SARC028 UPS cohort 4/10 (1 CR + 3 PR); subset of final expansion cohort and excluded from pooling,True,reported_context
ICI-6b3d5949b5-01,SARC_UPS,PD-1,alternate,pembrolizumab,SARC028,,NCT02301039,PMID:28988646,,not_extracted,,,advanced/metastatic UPS initial single-stage cohort; overlaps final expansion cohort,10,PFS,30,numeric,weeks,8,numeric,68,numeric,reported,median,10,,Initial UPS subgroup median PFS 30 weeks (95% CI 8-68); subset of final expansion cohort and excluded from pooling,True,reported_context
ICI-82862f9fa1-01,SARC_UPS,PD-1,alternate,pembrolizumab,SARC028,,NCT02301039,PMID:28988646,,not_extracted,,,advanced/metastatic UPS initial single-stage cohort; overlaps final expansion cohort,10,PFS_RATE,70,numeric,rate_percent,42,numeric,98,numeric,reported,12-week,10,,Initial UPS subgroup 12-week PFS rate 70% (95% CI 42-98); subset of final expansion cohort and excluded from pooling,True,reported_context
ICI-dcdc418d17-01,SARC_UPS,PD-1,alternate,pembrolizumab,SARC028 expansion cohorts,,,DOI:10.1200/JCO.2019.37.15_suppl.11015,,not_extracted,,,"advanced/metastatic dedifferentiated or pleomorphic liposarcoma (LPS), final expansion cohort; comparator subtype for UPS",40,ORR,10,numeric,percent,,not_extracted,,not_extracted,not_extracted,,39,4,LPS final expansion ORR 10% (4/39 evaluable); comparator subtype excluded from UPS pooling,True,reported_context
ICI-f646ad58df-01,SARC_UPS,PD-1,alternate,pembrolizumab,SARC028 expansion cohorts,,,DOI:10.1200/JCO.2019.37.15_suppl.11015,,not_extracted,,,"advanced/metastatic dedifferentiated or pleomorphic liposarcoma (LPS), final expansion cohort; comparator subtype for UPS",40,PFS,2,numeric,months,2,numeric,4,numeric,reported,median,40,,LPS final expansion median PFS 2 months (95% CI 2-4); comparator subtype excluded from UPS pooling,True,reported_context
ICI-1793125d04-01,SARC_UPS,PD-1,alternate,pembrolizumab,SARC028 expansion cohorts,,,DOI:10.1200/JCO.2019.37.15_suppl.11015,,not_extracted,,,"advanced/metastatic dedifferentiated or pleomorphic liposarcoma (LPS), final expansion cohort; comparator subtype for UPS",40,PFS_RATE,44,numeric,rate_percent,28,numeric,60,numeric,reported,12-week,40,,LPS final expansion 12-week PFS rate 44% (95% CI 28-60); comparator subtype excluded from UPS pooling,True,reported_context
ICI-40e61d0514-01,SARC_UPS,PD-1,alternate,pembrolizumab,SARC028 expansion cohorts,,,DOI:10.1200/JCO.2019.37.15_suppl.11015,,not_extracted,,,"advanced/metastatic dedifferentiated or pleomorphic liposarcoma (LPS), final expansion cohort; comparator subtype for UPS",40,OS,13,numeric,months,8,numeric,,NR,reported,median,40,,LPS final expansion median OS 13 months (95% CI 8-NR); comparator subtype excluded from UPS pooling,True,reported_context
ICI-367f3b5460-01,SCLC,PD-1,primary,nivolumab,CheckMate 032,CA209-032,NCT01928394,PMID:27269741,,not_extracted,,,"recurrent SCLC, nivolumab 3 mg/kg monotherapy, pretreated all-comers (>=1 prior platinum line)",98,ORR,10,numeric,percent,5,numeric,18,numeric,reported,,98,10,10/98 (10%; 95% CI 5-18) per Antonia et al 2016 CheckMate 032 source table; PubMed abstract confirms count,True,reported
ICI-82493d756c-01,SCLC,PD-1,primary,nivolumab,CheckMate 032,CA209-032,NCT01928394,PMID:27269741,,not_extracted,,,"recurrent SCLC, nivolumab 3 mg/kg monotherapy, pretreated all-comers (>=1 prior platinum line)",98,PFS,1.4,numeric,months,,not_extracted,,not_extracted,not_extracted,median,98,,CheckMate 032 full-text median carried over from prior extraction; CI not captured in PubMed abstract or current ClinicalTrials.gov outcome module,True,reported
ICI-41ab79b829-01,SCLC,PD-1,primary,nivolumab,CheckMate 032,CA209-032,NCT01928394,PMID:27269741,,not_extracted,,,"recurrent SCLC, nivolumab 3 mg/kg monotherapy, pretreated all-comers (>=1 prior platinum line)",98,OS,4.4,numeric,months,,not_extracted,,not_extracted,not_extracted,median,98,,CheckMate 032 full-text median carried over from prior extraction; CI not captured in PubMed abstract or current ClinicalTrials.gov outcome module,True,reported
ICI-e5955363a7-01,SCLC,PD-1,alternate,nivolumab + ipilimumab,CheckMate 032,CA209-032,NCT01928394,PMID:27269741,,not_extracted,,,"recurrent SCLC, nivolumab 1 mg/kg + ipilimumab 3 mg/kg, pretreated",61,ORR,23,numeric,percent,13,numeric,36,numeric,reported,,61,14,14/61 (23%; 95% CI 13-36) per Antonia et al 2016 CheckMate 032 source table; PubMed abstract confirms count,True,reported
ICI-49a3e7662d-01,SCLC,PD-1,alternate,nivolumab + ipilimumab,CheckMate 032,CA209-032,NCT01928394,PMID:27269741,,not_extracted,,,"recurrent SCLC, nivolumab 3 mg/kg + ipilimumab 1 mg/kg, pretreated",54,ORR,19,numeric,percent,9,numeric,31,numeric,reported,,54,10,10/54 (19%; 95% CI 9-31) per Antonia et al 2016 CheckMate 032 source table; PubMed abstract confirms count,True,reported
ICI-f5a30654c5-01,SCLC,PD-1+CTLA-4,primary,nivolumab 1 mg/kg + ipilimumab 3 mg/kg,CheckMate 032,CA209-032,NCT01928394,PMID:27269741,,not_extracted,,,"recurrent SCLC, >=1 prior platinum line",61,ORR,23,numeric,percent,13,numeric,36,numeric,reported,,61,14,14/61 (23%); 95% CI 13-36 per Antonia et al Lancet Oncol 2016,True,reported
ICI-95006a6a56-01,SCLC,PD-1+CTLA-4,alternate,nivolumab 3 mg/kg monotherapy,CheckMate-032,,,PMID:27269741,,not_extracted,,,"recurrent SCLC, >=1 prior platinum line",98,ORR,10,numeric,percent,5,numeric,18,numeric,reported,,98,10,10/98 (10%); 95% CI 5-18; nivo monotherapy arm,True,reported
ICI-f88742e370-01,SCLC,PD-1+CTLA-4,alternate,nivolumab 3 mg/kg + ipilimumab 1 mg/kg,CheckMate-032,,,PMID:27269741,,not_extracted,,,"recurrent SCLC, >=1 prior platinum line",54,ORR,19,numeric,percent,9,numeric,31,numeric,reported,,54,10,10/54 (19%); 95% CI 9-31; nivo3+ipi1 arm,True,reported
ICI-23cadc3e71-01,SCLC,PD-1+CTLA-4,alternate,nivolumab 1 mg/kg + ipilimumab 3 mg/kg,CheckMate-032 (longer follow-up),,,PMID:27269741,,not_extracted,,,"recurrent SCLC, >=1 prior, longer follow-up",61,ORR,23,numeric,percent,13,numeric,36,numeric,reported,,61,14,nivo1+ipi3 cohort,True,reported
ICI-42926cc658-01,SCLC,PD-1+CTLA-4,alternate,nivolumab 1 mg/kg + ipilimumab 3 mg/kg,CheckMate-032 (longer follow-up),,,PMID:27269741,,not_extracted,,,"recurrent SCLC, >=1 prior, longer follow-up",61,DOR,11.7,numeric,months,,not_extracted,,not_extracted,not_extracted,median,,,"CORRECTED: median DOR for nivo1+ipi3 nonrandomized cohort is 11.7 months. Original 17.9mo (62% at 12mo/39% at 18mo) was misattributed from third-line nivolumab MONOTHERAPY pooled analysis (PMID 30316010), not this combination cohort.",True,reported
ICI-29c468a953-01,SCLC,PD-1+CTLA-4,alternate,nivolumab 1 mg/kg + ipilimumab 3 mg/kg,CheckMate-032 (longer follow-up),,,PMID:27269741,,not_extracted,,,"recurrent SCLC, >=1 prior, longer follow-up",61,OS_RATE,43,numeric,rate_percent,,not_extracted,,not_extracted,not_extracted,12-month,61,,1-year OS rate nivo1+ipi3 cohort; 2-year OS ~30%,True,reported
ICI-90f14ccfd4-01,SCLC,PD-L1,primary,atezolizumab,IFCT-1603,,NCT03059667,PMID:30664989,,not_extracted,,,"2L SCLC, post-platinum",43,ORR,2.3,numeric,percent,0,numeric,6.8,numeric,reported,,43,1,1/43 eligible; matches table 2.3%,True,reported
ICI-af4d467962-01,SCLC,PD-L1,primary,atezolizumab,IFCT-1603,,NCT03059667,PMID:30664989,,not_extracted,,,"2L SCLC, post-platinum",43,DCR,20.9,numeric,percent,8.8,numeric,33.1,numeric,reported,6-week,43,,disease control rate atezolizumab arm,True,reported
ICI-19aa29a628-01,SCLC,PD-L1,primary,atezolizumab,IFCT-1603,,NCT03059667,PMID:30664989,,not_extracted,,,"2L SCLC, post-platinum",43,PFS,1.4,numeric,months,1.2,numeric,1.5,numeric,reported,median,43,,,True,reported
ICI-5c4b4bdda9-01,SCLC,PD-L1,primary,atezolizumab,IFCT-1603,,NCT03059667,PMID:30664989,,not_extracted,,,"2L SCLC, post-platinum",43,OS,9.5,numeric,months,,not_extracted,,not_extracted,not_extracted,median,43,,vs 8.7mo chemo; difference not significant (p=0.60),True,reported
ICI-3b629d1cb9-01,SCLC,PD-L1,alternate,chemotherapy (control),IFCT-1603,,,PMID:30664989,,not_extracted,,,"2L SCLC, post-platinum, control arm",20,ORR,10,numeric,percent,,not_extracted,,not_extracted,not_extracted,,20,,chemo control arm; 10% of 20 eligible,True,reported
ICI-c7d27e5de6-01,SCLC,PD-L1,alternate,chemotherapy (control),IFCT-1603,,,PMID:30664989,,not_extracted,,,"2L SCLC, post-platinum, control arm",20,DCR,65,numeric,percent,,not_extracted,,not_extracted,not_extracted,,20,,chemo arm,True,reported
ICI-60dd3b1cb7-01,SCLC,PD-L1,alternate,chemotherapy (control),IFCT-1603,,,PMID:30664989,,not_extracted,,,"2L SCLC, post-platinum, control arm",20,PFS,4.3,numeric,months,1.5,numeric,5.9,numeric,reported,median,20,,chemo arm,True,reported
ICI-57d77b4845-01,SCLC,PD-L1,alternate,chemotherapy (control),IFCT-1603,,,PMID:30664989,,not_extracted,,,"2L SCLC, post-platinum, control arm",20,OS,8.7,numeric,months,,not_extracted,,not_extracted,not_extracted,median,20,,chemo arm,True,reported
ICI-c45f7ddf79-01,SKCM,PD-1,primary,nivolumab monotherapy,CheckMate 067,CA209-067,NCT01844505,PMID:28889792,,not_extracted,,,first-line advanced melanoma; nivolumab 3 mg/kg monotherapy arm,316,ORR,43.7,numeric,percent,,not_extracted,,not_extracted,not_extracted,,316,,"Investigator-assessed ORR for nivolumab-alone arm, confirmed across CheckMate-067 reports (same 43.7% in 2015 Larkin and 2017 Wolchok papers); corrected on recheck from extraction's 45 and table's 42",True,reported
ICI-7e43e71bba-01,SKCM,PD-1,primary,nivolumab monotherapy,CheckMate 067,CA209-067,NCT01844505,PMID:28889792,,not_extracted,,,first-line advanced melanoma; nivolumab 3 mg/kg monotherapy arm,316,PFS,6.9,numeric,months,5.1,numeric,10.2,numeric,reported,median,316,,median PFS 6.9 mo confirmed; CI from long-term follow-up reporting,True,reported
ICI-27c515fc41-01,SKCM,PD-1,primary,nivolumab monotherapy,CheckMate 067,CA209-067,NCT01844505,PMID:28889792,,not_extracted,,,first-line advanced melanoma; nivolumab 3 mg/kg monotherapy arm,316,OS,36.9,numeric,months,28.2,numeric,58.7,numeric,reported,median,316,,nivo-alone median OS 36.9 mo (95% CI 28.2-58.7) confirmed,True,reported
ICI-20b555f216-01,SKCM,PD-1,alternate,nivolumab + ipilimumab,CheckMate-067,,,PMID:28889792,,not_extracted,,,first-line advanced melanoma; combination arm,314,ORR,57.6,numeric,percent,,not_extracted,,not_extracted,not_extracted,,314,,combination-arm investigator-assessed ORR 57.6% confirmed; corrected from rounded 58,True,reported
ICI-20908fed0d-01,SKCM,PD-1,alternate,nivolumab + ipilimumab,CheckMate-067,,,PMID:28889792,,not_extracted,,,first-line advanced melanoma; combination arm,314,PFS,11.5,numeric,months,8.7,numeric,19.3,numeric,reported,median,314,,median PFS 11.5 mo confirmed; CI from long-term follow-up,True,reported
ICI-8aa6f777dd-01,SKCM,PD-1,alternate,nivolumab + ipilimumab,CheckMate-067,,,PMID:28889792,,not_extracted,,,first-line advanced melanoma; combination arm,314,OS,72.1,numeric,months,38.2,numeric,,NR,reported,median,314,,median OS 72.1 mo (95% CI 38.2-not reached) confirmed; upper CI not reached,True,reported
ICI-f5d6afe3dc-01,SKCM,PD-1,alternate,pembrolizumab (Q2W),KEYNOTE-006,,,PMID:25891173,,not_extracted,,,"advanced melanoma, <=1 prior; pembro every 2 weeks",,ORR,33.7,numeric,percent,,not_extracted,,not_extracted,not_extracted,,,,Robert 2015 NEJM (NEJMoa1503093); confirmed,True,reported
ICI-53f27342de-01,SKCM,PD-1,alternate,pembrolizumab (Q2W),KEYNOTE-006,,,PMID:25891173,,not_extracted,,,"advanced melanoma, <=1 prior; pembro every 2 weeks",,PFS_RATE,47.3,numeric,rate_percent,,not_extracted,,not_extracted,not_extracted,6-month,,,pembro Q2W 6-month PFS rate confirmed,True,reported
ICI-396667cde6-01,SKCM,PD-1,alternate,pembrolizumab (Q2W),KEYNOTE-006,,,PMID:25891173,,not_extracted,,,"advanced melanoma, <=1 prior; pembro every 2 weeks",,OS_RATE,74.1,numeric,rate_percent,,not_extracted,,not_extracted,not_extracted,12-month,,,pembro Q2W 12-month OS rate confirmed,True,reported
ICI-61af6d64ce-01,SKCM,PD-1,alternate,pembrolizumab (Q3W),KEYNOTE-006,,,PMID:25891173,,not_extracted,,,"advanced melanoma, <=1 prior; pembro every 3 weeks",,ORR,32.9,numeric,percent,,not_extracted,,not_extracted,not_extracted,,,,pembro Q3W ORR confirmed,True,reported
ICI-13894b2b45-01,SKCM,PD-1,alternate,pembrolizumab (Q3W),KEYNOTE-006,,,PMID:25891173,,not_extracted,,,"advanced melanoma, <=1 prior; pembro every 3 weeks",,PFS_RATE,46.4,numeric,rate_percent,,not_extracted,,not_extracted,not_extracted,6-month,,,pembro Q3W 6-month PFS rate confirmed,True,reported
ICI-217504b01d-01,SKCM,PD-1,alternate,pembrolizumab (Q3W),KEYNOTE-006,,,PMID:25891173,,not_extracted,,,"advanced melanoma, <=1 prior; pembro every 3 weeks",,OS_RATE,68.4,numeric,rate_percent,,not_extracted,,not_extracted,not_extracted,12-month,,,pembro Q3W 12-month OS rate confirmed,True,reported
ICI-a3004563b1-01,SKCM,PD-1+CTLA-4,primary,nivolumab+ipilimumab,CheckMate 067,CA209-067,NCT01844505,PMID:26027431,,not_extracted,,,1L untreated advanced melanoma; all-comers; investigator-assessed,314,ORR,57.6,numeric,percent,,not_extracted,,not_extracted,not_extracted,,314,,investigator-assessed objective response; matches table value exactly,True,reported
ICI-407f1436e7-01,SKCM,PD-1+CTLA-4,primary,nivolumab+ipilimumab,CheckMate 067,CA209-067,NCT01844505,PMID:26027431,,not_extracted,,,1L untreated advanced melanoma; all-comers; investigator-assessed,314,PFS,11.5,numeric,months,8.9,numeric,16.7,numeric,reported,median,314,,co-primary endpoint,True,reported
ICI-be6e0822b2-01,SKCM,PD-1+CTLA-4,primary,nivolumab+ipilimumab,CheckMate 067,CA209-067,NCT01844505,PMID:26027431,,not_extracted,,,1L untreated advanced melanoma; all-comers; investigator-assessed,314,PFS,14,numeric,months,,not_extracted,,not_extracted,not_extracted,median,,,PD-L1-positive subgroup (combo and nivo both 14.0),True,reported
ICI-6615510560-01,SKCM,PD-1+CTLA-4,primary,nivolumab+ipilimumab,CheckMate 067,CA209-067,NCT01844505,PMID:26027431,,not_extracted,,,1L untreated advanced melanoma; all-comers; investigator-assessed,314,PFS,11.2,numeric,months,8,numeric,,NR,reported,median,,,"PD-L1-negative subgroup, combo; CI upper bound not reached",True,reported
ICI-a37f415429-01,SKCM,PD-1+CTLA-4,alternate,nivolumab,CheckMate-067,,,PMID:26027431,,not_extracted,,,1L untreated advanced melanoma; nivolumab monotherapy arm,316,ORR,43.7,numeric,percent,,not_extracted,,not_extracted,not_extracted,,316,,matches table comparator value,True,reported
ICI-fd53c9008e-01,SKCM,PD-1+CTLA-4,alternate,nivolumab,CheckMate-067,,,PMID:26027431,,not_extracted,,,1L untreated advanced melanoma; nivolumab monotherapy arm,316,PFS,6.9,numeric,months,4.3,numeric,9.5,numeric,reported,median,316,,,True,reported
ICI-1937997384-01,SKCM,PD-1+CTLA-4,alternate,nivolumab,CheckMate-067,,,PMID:26027431,,not_extracted,,,1L untreated advanced melanoma; nivolumab monotherapy arm,316,PFS,5.3,numeric,months,2.8,numeric,7.1,numeric,reported,median,,,"PD-L1-negative subgroup, nivo alone",True,reported
ICI-8fd36e30fa-01,SKCM,PD-1+CTLA-4,alternate,ipilimumab,CheckMate-067,,,PMID:26027431,,not_extracted,,,1L untreated advanced melanoma; ipilimumab monotherapy arm,315,ORR,19,numeric,percent,,not_extracted,,not_extracted,not_extracted,,315,,matches table comparator value,True,reported
ICI-c2331e566c-01,SKCM,PD-1+CTLA-4,alternate,ipilimumab,CheckMate-067,,,PMID:26027431,,not_extracted,,,1L untreated advanced melanoma; ipilimumab monotherapy arm,315,PFS,2.9,numeric,months,2.8,numeric,3.4,numeric,reported,median,315,,,True,reported
ICI-a1bc8eafa7-01,SKCM,PD-1+CTLA-4,alternate,nivolumab+ipilimumab,CheckMate-067 (6.5-year update),,,PMID:34818112,,not_extracted,,,"1L untreated melanoma; long-term update (Wolchok JCO 2022, 6.5-yr)",314,ORR,58,numeric,percent,,not_extracted,,not_extracted,not_extracted,6.5-year,314,,"combo ORR unchanged from 5-yr update; nivo 45%, ipi 19% in same update",True,reported
ICI-ed05cf4cd2-01,STAD,PD-1,primary,pembrolizumab,KEYNOTE-059,MK-3475-059,NCT02335411,PMID:29543932,,not_extracted,,,third-line or later advanced gastric/GEJ adenocarcinoma; all-comers (correct reference; cited PMID was wrong),259,ORR,11.6,numeric,percent,8,numeric,16.1,numeric,reported,,259,30,30/259; table value 12.0% is rounded; verified vs PMC5885175,True,reported
ICI-d0ddb2caf4-01,STAD,PD-1,primary,pembrolizumab,KEYNOTE-059,MK-3475-059,NCT02335411,PMID:29543932,,not_extracted,,,third-line or later advanced gastric/GEJ adenocarcinoma; all-comers (correct reference; cited PMID was wrong),259,CRR,2.3,numeric,percent,0.9,numeric,5,numeric,reported,,259,6,6/259 complete responses; verified,True,reported
ICI-57fb7038b4-01,STAD,PD-1,primary,pembrolizumab,KEYNOTE-059,MK-3475-059,NCT02335411,PMID:29543932,,not_extracted,,,third-line or later advanced gastric/GEJ adenocarcinoma; all-comers (correct reference; cited PMID was wrong),259,DOR,8.4,numeric,months,,not_extracted,,not_extracted,not_extracted,median,,,range 1.6+ to 17.3+ months; verified,True,reported
ICI-a0389e6e5e-01,STAD,PD-1,primary,pembrolizumab,KEYNOTE-059,MK-3475-059,NCT02335411,PMID:29543932,,not_extracted,,,third-line or later advanced gastric/GEJ adenocarcinoma; all-comers (correct reference; cited PMID was wrong),259,PFS,2,numeric,months,2,numeric,2.1,numeric,reported,median,259,,verified,True,reported
ICI-cab740b982-01,STAD,PD-1,primary,pembrolizumab,KEYNOTE-059,MK-3475-059,NCT02335411,PMID:29543932,,not_extracted,,,third-line or later advanced gastric/GEJ adenocarcinoma; all-comers (correct reference; cited PMID was wrong),259,OS,5.6,numeric,months,4.3,numeric,6.9,numeric,reported,median,259,,verified,True,reported
ICI-09663178bb-01,STAD,PD-1,primary,pembrolizumab,KEYNOTE-059,MK-3475-059,NCT02335411,PMID:29543932,,not_extracted,,,third-line or later advanced gastric/GEJ adenocarcinoma; all-comers (correct reference; cited PMID was wrong),259,OS_RATE,46.5,numeric,rate_percent,40.2,numeric,52.6,numeric,reported,6-month,259,,verified,True,reported
ICI-ccaccda0f7-01,STAD,PD-1,primary,pembrolizumab,KEYNOTE-059,MK-3475-059,NCT02335411,PMID:29543932,,not_extracted,,,third-line or later advanced gastric/GEJ adenocarcinoma; all-comers (correct reference; cited PMID was wrong),259,OS_RATE,23.4,numeric,rate_percent,17.6,numeric,29.7,numeric,reported,12-month,259,,verified,True,reported
ICI-97f9f92acc-01,STAD,PD-1,alternate,pembrolizumab,"KEYNOTE-059 (cohort 1, PD-L1 CPS>=1 subgroup)",,,PMID:29543932,,not_extracted,,,third-line+; PD-L1 positive (CPS>=1) gastric/GEJ,148,ORR,15.5,numeric,percent,10.1,numeric,22.4,numeric,reported,,148,23,23/148; verified 15.5% (NOT 15.6% as one external summary stated); table note 'CPS>=1 ~16%' rounds this; basis of FDA accelerated approval (later withdrawn),True,reported
ICI-33cc121b26-01,STAD,PD-1,alternate,pembrolizumab,"KEYNOTE-059 (cohort 1, PD-L1 CPS>=1 subgroup)",,,PMID:29543932,,not_extracted,,,third-line+; PD-L1 positive (CPS>=1) gastric/GEJ,148,DOR,16.3,numeric,months,,not_extracted,,not_extracted,not_extracted,median,,,PD-L1-positive subgroup; verified,True,reported
ICI-0aa97fc15d-01,STAD,PD-1,alternate,pembrolizumab,"KEYNOTE-059 (cohort 1, PD-L1 negative subgroup)",,,PMID:29543932,,not_extracted,,,third-line+; PD-L1 negative gastric/GEJ,109,ORR,6.4,numeric,percent,2.6,numeric,12.8,numeric,reported,,109,7,7/109; verified,True,reported
