cancer_code,subtype,symbol,role,agent,agent_class,phase,treatment_path_tier,line_of_therapy,eligibility_note,indication,rationale,source
MM,,CD38,target,daratumumab,antibody,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,multiple myeloma (multiple lines),Anti-CD38 — approved newly-diagnosed + relapsed; MAIA/CASTOR/POLLUX,PMID:27705267
MM,,CD38,target,isatuximab,antibody,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R multiple myeloma,Anti-CD38 — approved with pom+dex (ICARIA-MM) and with carfil+dex (IKEMA),PMID:31735560
MM,,SLAMF7,target,elotuzumab,antibody,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R multiple myeloma,Anti-SLAMF7 — approved with lenalidomide+dex; ELOQUENT-2,PMID:35960908
MM,,BCL2,target,venetoclax,small_molecule,phase_3,late_clinical,late_clinical,late-clinical follow-up; confirm trial or local availability,t(11;14) R/R MM,BCL2 inhibitor — CANOVA trial in t(11;14) subset,PMID:33129376
CLL,,MS4A1,biomarker,,,,,,,,CD20 — pan-B-cell; rituximab / obinutuzumab target,PMID:10561025
CLL,,CD5,biomarker,,,,,,,,Aberrant T-cell marker — defining CLL/SLL phenotype with CD23 positivity,PMID:32249238
CLL,,CD23,biomarker,,,,,,,,FCER2 — CLL/SLL diagnostic IHC; helps distinguish from most MCL,PMID:32249238
CLL,,IGHV,biomarker,,,,,,,,Unmutated IGHV (U-CLL) — poor prognosis; mutated (M-CLL) — favorable,PMID:39799061
CLL,,TP53,biomarker,,,,,,,,del(17p) or TP53 mutation — highest-risk; venetoclax + BTK-inhibitor preferred,PMID:38755420
CLL,,NOTCH1,biomarker,,,,,,,,Recurrent mutation — mutated IGHV independence; ATM subset,PMID:22150006
CLL,,BTK,target,ibrutinib,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,CLL first-line + R/R,First-in-class BTK inhibitor — RESONATE / RESONATE-2,PMID:26639149
CLL,,BTK,target,acalabrutinib,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,CLL first-line + R/R,Second-gen BTK inhibitor — improved selectivity / tolerability; ELEVATE-RR/TN,PMID:34310172
CLL,,BTK,target,zanubrutinib,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,CLL first-line + R/R,Second-gen BTK inhibitor — SEQUOIA / ALPINE trials,PMID:35810754
CLL,,BTK,target,pirtobrutinib,small_molecule,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R CLL after covalent BTK-i,Non-covalent BTK-i — overcomes C481 resistance; BRUIN,PMID:40479620
CLL,,BCL2,target,venetoclax,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,CLL first-line + R/R,BCL2 inhibitor — ven+obinutuzumab (CLL14) or ven+ibrutinib (CAPTIVATE),PMID:37163621
CLL,,MS4A1,target,obinutuzumab,antibody,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,previously untreated CLL,Anti-CD20 type II — replaces rituximab in several CLL regimens; CLL11,PMID:39082668
MCL,,CCND1,biomarker,,,,,,,,t(11;14) IGH-CCND1 — defining MCL genetic hallmark in most cases; cyclin D1 overexpression,PMID:34114641; PMID:40381701
MCL,,SOX11,biomarker,,,,,,,,Nuclear SOX11 expression in ~95% of MCL; useful diagnostic marker including cyclin D1-negative MCL,PMID:19801969
MCL,,TP53,biomarker,,,,,,,,Mutation / del(17p) — blastoid variant; chemorefractory,PMID:39437708
MCL,,BTK,target,acalabrutinib,small_molecule,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R MCL,Second-gen BTK-i — more selective; approval basis ACE-LY-004,PMID:29241979
MCL,,BTK,target,zanubrutinib,small_molecule,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R MCL,Second-gen BTK-i — approved 2019,PMID:32985902
MCL,,CD19,target,brexucabtagene autoleucel (brexu-cel),CAR-T,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R MCL,CD19 CAR-T — approved 2020; ZUMA-2 trial,PMID:36753699
MCL,,BCL2,target,venetoclax,small_molecule,phase_3,late_clinical,late_clinical,late-clinical follow-up; confirm trial or local availability,R/R MCL,BCL2 inhibitor studied with ibrutinib in the phase 3 SYMPATICO trial,PMID:39914418
HL,,TNFRSF8,biomarker,,,,,,,,CD30 — Reed-Sternberg / Hodgkin lineage; brentuximab-vedotin target,PMID:32701411
HL,,PDCD1LG2,biomarker,,,,,,,,PD-L2 — commonly amplified 9p24.1 in cHL with PD-L1 co-amp,PMID:32401663
HL,,CD274,biomarker,,,,,,,,PD-L1 — 9p24.1 amplification characteristic of cHL; IO sensitivity,PMID:26047524
HL,,TNFRSF8,target,brentuximab vedotin,ADC,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,CD30+ Hodgkin + PTCL,Anti-CD30 MMAE ADC — first-line AVD (ECHELON-1) + R/R,PMID:22684302
HL,,PDCD1,target,nivolumab,antibody,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R classic Hodgkin,Anti-PD1 — CheckMate-205; approved R/R cHL,PMID:25482239
HL,,PDCD1,target,pembrolizumab,antibody,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R classic Hodgkin,Anti-PD1 — KEYNOTE-204 (vs brentuximab),PMID:33721562
B_ALL,,CD19,biomarker,,,,,,,,Pan-B-cell surface — blinatumomab + tisa-cel epitope; near-universal in B-ALL,PMID:33627493
B_ALL,,CD22,biomarker,,,,,,,,Pan-B-cell surface — inotuzumab / moxetumomab epitope,PMID:28152223
B_ALL,,MS4A1,biomarker,,,,,,,,Variable expression in B-ALL — rituximab candidate in CD20+ subset,PMID:32600932
B_ALL,,BCR,biomarker,,,,,,,,BCR-ABL1 (Philadelphia chromosome) — TKI-eligible subset (~25% adult),PMID:36755897
B_ALL,,ABL1,target,imatinib + chemo,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,Ph+ (BCR-ABL1) B-ALL,First-gen BCR-ABL TKI — added to induction for Ph+ B-ALL,PMID:36755897
B_ALL,,ABL1,target,ponatinib + chemo,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,Ph+ B-ALL (incl T315I),Third-gen BCR-ABL TKI — active against T315I; PhALLCON trial,PMID:36755897
B_ALL,,CD19,target,blinatumomab,bispecific,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R B-ALL + MRD+ B-ALL,CD19 x CD3 BiTE — approved 2014 R/R; 2018 MRD+ setting,PMID:33651090
B_ALL,,CD19,target,tisagenlecleucel (tisa-cel),CAR-T,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R pediatric / young adult B-ALL,CD19 CAR-T — first-of-kind FDA approval 2017,PMID:29385370
B_ALL,,CD19,target,brexucabtagene autoleucel (brexu-cel),CAR-T,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R adult B-ALL,CD19 CAR-T — approved 2021; ZUMA-3 trial,PMID:40108332
B_ALL,,CD22,target,inotuzumab ozogamicin,ADC,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R B-ALL,CD22 calicheamicin ADC — approved 2017; INO-VATE trial,PMID:35007127
SARC_OS,,RB1,biomarker,,,,,,,,Loss (~50%) — tumor suppressor; germline RB1 loss predisposes to OS,PMID:36996377
SARC_OS,,TP53,biomarker,,,,,,,,Mutation / Li-Fraumeni germline — ubiquitous driver,PMID:36996377
SARC_OS,,ATRX,biomarker,,,,,,,,Loss — ALT telomere-maintenance phenotype,PMID:36996377
SARC_OS,,MDM2,biomarker,,,,,,,,Amplification in parosteal OS variant — MDM2-p53 axis,PMID:24786129
SARC_OS,,CDK4,biomarker,,,,,,,,Co-amplified with MDM2 in parosteal OS; palbociclib rationale,PMID:24786129
SARC_OS,,RUNX2,biomarker,,,,,,,,Osteoblast master TF — lineage marker; retained in OS tumors,PMID:25738872
SARC_OS,,ERBB2,target,trastuzumab deruxtecan,ADC,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,HER2-expressing OS,Trastuzumab + chemo backbone trials in HER2+ OS,PMID:42131734
SARC_OS,,KDR,target,cabozantinib,small_molecule,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,R/R OS,CABONE / CABOSARC trials — activity documented,PMID:32078813
SARC_EWS,,EWSR1,biomarker,,,,,,,,EWSR1 fusion partner — defines Ewing family; translocation partner FLI1 (most) / ERG (~10%),PMID:29977059
SARC_EWS,,FLI1,biomarker,,,,,,,,EWSR1-FLI1 fusion — pathognomonic; EWS master driver,PMID:29513652
SARC_EWS,,ERG,biomarker,,,,,,,,EWSR1-ERG fusion in ~10% — alternative to FLI1; indistinguishable clinically,PMID:29977059
SARC_EWS,,CD99,biomarker,,,,,,,,MIC2 — diffuse membrane IHC; diagnostic for Ewing,PMID:38051221
SARC_EWS,,NKX2-2,biomarker,,,,,,,,Downstream EWS-FLI1 target; diagnostic IHC,PMID:34985580
SARC_EWS,,STAG2,biomarker,,,,,,,,Recurrent loss in Ewing — cohesin complex; poor prognosis subset,PMID:34129824
SARC_RMS_ERMS,,MYOD1,biomarker,,,,,,,,Myogenic regulatory factor — embryonal skeletal-muscle program; diagnostic IHC,PMID:11688574
SARC_RMS_ERMS,,MYOG,biomarker,,,,,,,,Myogenin — downstream MYOD1; focal IHC pattern (vs diffuse in ARMS),PMID:11688574
SARC_RMS_ERMS,,DES,biomarker,,,,,,,,Desmin — skeletal-muscle lineage IHC,PMID:11688574
SARC_RMS_ERMS,,NRAS,biomarker,,,,,,,,Recurrent activating mutation in ERMS — RAS-pathway driver,PMID:24436047
SARC_RMS_ARMS,,FOXO1,biomarker,,,,,,,,PAX3-FOXO1 or PAX7-FOXO1 fusion — pathognomonic for fusion-positive RMS,PMID:24436047
SARC_RMS_ARMS,,PAX3,biomarker,,,,,,,,Majority PAX3-FOXO1 variant — worst prognosis,PMID:24436047
SARC_RMS_ARMS,,PAX7,biomarker,,,,,,,,PAX7-FOXO1 variant — better prognosis than PAX3,PMID:24436047
SARC_RMS_ARMS,,MYOG,biomarker,,,,,,,,Diffuse myogenin IHC (vs focal in ERMS) — diagnostic,PMID:11007039
SARC_RMS_ARMS,,FGFR4,biomarker,,,,,,,,Recurrent activating mutation in fusion-negative RMS — erdafitinib candidate,PMID:21882254
WILMS,,WT1,biomarker,,,,,,,,WT1 alterations define a molecular subset of Wilms tumors,PMID:11103785
WILMS,,CTNNB1,biomarker,,,,,,,,Activating mutation — Wnt pathway; co-occurs with WT1 mutation,PMID:28825729
WILMS,,AMER1,biomarker,,,,,,,,Loss — Wnt-pathway component; recurrent,PMID:40399763
WILMS,,TP53,biomarker,,,,,,,,Anaplastic variant — poor prognosis; chemo-resistant,PMID:32066305
WILMS,,DROSHA,biomarker,,,,,,,,Recurrent mutation — miRNA biogenesis; WT-specific,PMID:28825729
WILMS,,DGCR8,biomarker,,,,,,,,Recurrent mutation — miRNA biogenesis; WT-specific,PMID:28825729
NBL,,MYCN,biomarker,,,,,,,,Amplification — defines high-risk NBL; single strongest prognostic biomarker,PMID:24086065
NBL,,ALK,biomarker,,,,,,,,Activating mutation or amplification — ~10% NBL; crizotinib / lorlatinib rationale,PMID:33155698
NBL,,ATRX,biomarker,,,,,,,,Loss — ALT phenotype; older-age NBL subset,PMID:22367537
NBL,,PHOX2B,biomarker,,,,,,,,Sympathetic-nervous-system lineage TF — pan-NBL IHC,PMID:28740262
NBL,,TH,biomarker,,,,,,,,Tyrosine hydroxylase — catecholamine synthesis and neuroblastic IHC marker,PMID:2879374
NBL,,ALK,target,lorlatinib,small_molecule,phase_1,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,ALK-mut NBL,Third-generation ALK inhibitor evaluated in a phase 1 NANT trial,PMID:37012551
NBL,,ALK,target,crizotinib,small_molecule,phase_1,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,ALK-mut NBL,First-gen ALK TKI — pediatric trials in ALK-altered NBL,PMID:33568345
MBL,,MYC,biomarker,,,,,,,,Amplification is enriched in Group 3 medulloblastoma and marks a high-risk subset,PMID:39377358
MBL,,MYCN,biomarker,,,,,,,,Amplification — subset of Group 4 + SHH-TP53-mut MBL,PMID:22265402
MBL,,CTNNB1,biomarker,,,,,,,,Activating mutation identifies WNT-pathway medulloblastoma with favorable prognosis,PMID:20921458
MBL,,PTCH1,biomarker,,,,,,,,Germline or somatic loss — SHH subgroup; vismodegib candidate,PMID:22265402
MBL,,SMO,biomarker,,,,,,,,Activating mutation — SHH subgroup; vismodegib target,PMID:22265402
MBL,,TP53,biomarker,,,,,,,,Germline (Li-Fraumeni) — SHH subgroup high-risk anaplastic variant,PMID:24493713
MBL,,SMO,target,vismodegib,small_molecule,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,SHH-subgroup MBL,Smoothened inhibitor — SHH-specific activity; limited pediatric approval,PMID:33825892
ATRT,,SMARCB1,biomarker,,,,,,,,Biallelic loss — pathognomonic for ATRT (and non-CNS RT),PMID:32105509
ATRT,,VIM,biomarker,,,,,,,,Mesenchymal marker — frequently expressed in rhabdoid tumors,PMID:15105808
ATRT,,EZH2,target,tazemetostat,small_molecule,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,R/R SMARCB1-deficient ATRT,EZH2 inhibitor — SMARCB1-loss synthetic-lethal; pediatric trials,PMID:37228094
RB,,RB1,biomarker,,,,,,,,Biallelic inactivation — defines retinoblastoma; germline or somatic,PMID:38615905
RB,,MYCN,biomarker,,,,,,,,Amplification in rare RB1-wildtype variant — distinct entity,PMID:39079981
HEPB,,CTNNB1,biomarker,,,,,,,,Activating mutation — Wnt-pathway driver in ~70% hepatoblastoma,PMID:39567475
HEPB,,AFP,biomarker,,,,,,,,Alpha-fetoprotein — near-universal serum elevation in hepatoblastoma,PMID:38143081
NET_PANCREAS,,MEN1,biomarker,,,,,,,,Most common driver — ~45% panNETs; MEN1 syndrome predisposition,PMID:21252315
NET_PANCREAS,,ATRX,biomarker,,,,,,,,Loss — ALT phenotype; associated with larger tumors / worse prognosis,PMID:21252315
NET_PANCREAS,,DAXX,biomarker,,,,,,,,Loss — alternative to ATRX; ALT/chromatin axis,PMID:21252315
NET_PANCREAS,,MTOR,biomarker,,,,,,,,Pathway activation frequent — everolimus rationale,PMID:21306238
NET_PANCREAS,,CHGA,biomarker,,,,,,,,Chromogranin A — serum marker + NE lineage IHC,PMID:39556246
NET_PANCREAS,,SYP,biomarker,,,,,,,,Synaptophysin — NE lineage IHC,PMID:39556246
NET_PANCREAS,,SSTR2,biomarker,,,,,,,,Somatostatin receptor 2 — octreotide / 177Lu-DOTATATE target,PMID:39556246
NET_PANCREAS,,SSTR2,target,octreotide long-acting,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,advanced panNET,Somatostatin analog — first-line antiproliferative,PMID:25911185
NET_PANCREAS,,SSTR2,target,lanreotide,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,advanced panNET,Somatostatin analog — CLARINET trial; PFS benefit,PMID:25014687
NET_PANCREAS,,SSTR2,target,[177Lu]Lu-DOTA-TATE,radioligand,approved,approved_later_line,later_line_approved,confirm imaging/eligibility and prior-line requirements,SSTR2+ advanced GEP-NET,NETTER-1 — first approved radioligand therapy,PMID:38851203
NET_PANCREAS,,MTOR,target,everolimus,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,advanced panNET,mTOR inhibitor — RADIANT-3; PFS benefit,PMID:21306238
NET_PANCREAS,,KDR,target,sunitinib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,advanced panNET,VEGFR/PDGFR TKI — approved 2011; PFS benefit,PMID:21306237
NET_MIDGUT,,CHGA,biomarker,,,,,,,,Chromogranin A — serum marker in midgut carcinoid,PMID:30057604
NET_MIDGUT,,SYP,biomarker,,,,,,,,Synaptophysin supports neuroendocrine differentiation in midgut carcinoid tumors,PMID:9744317
NET_MIDGUT,,SSTR2,biomarker,,,,,,,,Somatostatin-receptor positivity determines 177Lu-DOTATATE eligibility in advanced midgut NET,PMID:28076709
NET_MIDGUT,,TPH1,biomarker,,,,,,,,Tryptophan hydroxylase — serotonin synthesis enzyme; carcinoid-specific,PMID:27817224
NET_MIDGUT,,SSTR2,target,octreotide long-acting,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,midgut carcinoid (carcinoid syndrome + antiproliferative),First-line for functional and nonfunctional midgut NETs,PMID:19704057
NET_MIDGUT,,SSTR2,target,[177Lu]Lu-DOTA-TATE,radioligand,approved,approved_later_line,later_line_approved,confirm imaging/eligibility and prior-line requirements,SSTR2+ advanced midgut NET,NETTER-1 — approved for progressive midgut NETs,PMID:28076709
NET_MIDGUT,,TPH1,target,telotristat ethyl,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,carcinoid syndrome diarrhea,Oral inhibitor of TPH — approved 2017 for carcinoid-syndrome diarrhea,PMID:29330194
NET_LUNG,,CHGA,biomarker,,,,,,,,Chromogranin A — serum + IHC; lung carcinoid diagnostic,PMID:39523440
NET_LUNG,,SYP,biomarker,,,,,,,,Synaptophysin — NE lineage,PMID:39523440
NET_LUNG,,SSTR2,biomarker,,,,,,,,Somatostatin receptor 2 — octreotide-scan positivity,PMID:38375032
NET_LUNG,,MEN1,biomarker,,,,,,,,Biallelic MEN1 inactivation occurs in a subset of sporadic lung carcinoids,PMID:9361035
NET_LUNG,,SSTR2,target,octreotide long-acting,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,advanced well-differentiated lung NET,Antiproliferative + symptom control,PMID:25911185
NET_LUNG,,MTOR,target,everolimus,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,advanced well-differentiated lung NET,RADIANT-4 — approved 2016 for non-functional NETs incl lung,PMID:26703889
NEC_MERKEL,,KRT20,biomarker,,,,,,,,CK20 — characteristic perinuclear dot-like IHC marker for Merkel cell carcinoma,PMID:16625069
NEC_MERKEL,,CD274,biomarker,,,,,,,,PD-L1 expression — predictive for avelumab response,PMID:27093365
NEC_MERKEL,,CHGA,biomarker,,,,,,,,Chromogranin A — NE lineage; diffuse in MEC,PMID:30067951
NEC_MERKEL,,SYP,biomarker,,,,,,,,Synaptophysin — NE lineage,PMID:30067951
NEC_MERKEL,,CD274,target,avelumab,antibody,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,metastatic Merkel cell carcinoma,Anti-PD-L1 — JAVELIN-200; approved 2017; first MEC IO approval,PMID:34301810
NEC_MERKEL,,PDCD1,target,pembrolizumab,antibody,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,advanced MEC,Anti-PD1 — approved in first-line MEC,PMID:39377880
NEC_MERKEL,,PDCD1,target,nivolumab + ipilimumab,antibody,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,advanced MEC,Combination IO — improved responses in IO-refractory subset,PMID:36108657
MTC,,RET,biomarker,,,,,,,,Germline (MEN2A/B) or somatic RET mutation — driver; gates selpercatinib/pralsetinib,PMID:37870969
MTC,,CALCA,biomarker,,,,,,,,Calcitonin — diagnostic + treatment-response serum marker,PMID:39030177
MTC,,CEACAM5,biomarker,,,,,,,,CEA — adjunct serum marker; prognostic when calcitonin elevated,PMID:37646181
MTC,,CHGA,biomarker,,,,,,,,Chromogranin A — NE lineage; universal in MTC,PMID:37646181
MTC,,RET,target,selpercatinib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,RET-mut metastatic MTC,Selective RET TKI — LIBRETTO-531; approved 2020,PMID:37870969
MTC,,RET,target,pralsetinib,small_molecule,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,RET-mut advanced or metastatic MTC,Pralsetinib was evaluated in the phase 1/2 ARROW study,PMID:34118198
MTC,,RET,target,cabozantinib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,advanced metastatic MTC,Multi-TKI (incl RET) — approved pre-selective era; EXAM trial,PMID:29045520
MTC,,RET,target,vandetanib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,symptomatic advanced MTC,Multi-TKI — ZETA trial; first approved MTC-specific agent,PMID:22025146
NPC,,EBV_LMP1,biomarker,,,,,,,,EBV-encoded — near-universal in endemic NPC; distinguishes from HNSC,PMID:39402748
NPC,,EBV_BZLF1,biomarker,,,,,,,,Lytic-phase marker — EBV-reactivation axis,PMID:10664244
NPC,,CD274,biomarker,,,,,,,,PD-L1 — elevated in NPC tumor + immune infiltrate; IO-sensitive,PMID:39542656
NPC,,PDCD1,target,toripalimab + gemcitabine/cisplatin,antibody,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,recurrent/metastatic NPC,JUPITER-02 — approved 2023 first-line; anti-PD1,PMID:38015220
NPC,,PDCD1,target,tislelizumab,antibody,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R NPC,RATIONALE-309 — approved in NPC 2023,PMID:37207654
ACINIC,,DOG1,biomarker,,,,,,,,Anoctamin 1 — distinctive IHC for acinic cell carcinoma,PMID:36077107
ACINIC,,NR4A3,biomarker,,,,,,,,HTN3-MSANTD3 fusion → NR4A3 overexpression; diagnostic for ACC variant,PMID:38682454
ADCC,,MYB,biomarker,,,,,,,,MYB-NFIB translocation — pathognomonic for adenoid cystic carcinoma (~60%),PMID:35738530
ADCC,,NFIB,biomarker,,,,,,,,MYB-NFIB fusion — more rarely MYBL1-NFIB,PMID:35738530
ADCC,,NOTCH1,biomarker,,,,,,,,Recurrent activating mutation — subset has aggressive phenotype + NOTCH-inhibitor rationale,PMID:36879115
ADCC,,KIT,biomarker,,,,,,,,KIT immunoexpression is a sensitive ancillary marker for adenoid cystic carcinoma,PMID:14681323
ADCC,,NOTCH1,target,brontictuzumab,antibody,phase_1,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,NOTCH1-mut ADCC,Anti-NOTCH1 monoclonal — limited activity; high-toxicity,PMID:29726923
ADCC,,KDR,target,lenvatinib,small_molecule,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,advanced ADCC,Multikinase TKI — modest activity in advanced ADCC,PMID:30939095
SARC_CHOR,,TBXT,biomarker,,,,,,,,Brachyury (TBXT) — pathognomonic for chordoma; defining nuclear IHC,PMID:38892063
SARC_CHOR,,CDKN2A,biomarker,,,,,,,,Frequent homozygous deletion — prognostic,PMID:18071362
SARC_CHOR,,LYST,biomarker,,,,,,,,Recurrent loss — subset of chordoma,PMID:29026114
SARC_CHOR,,EGFR,target,erlotinib / gefitinib,small_molecule,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,advanced chordoma,EGFR inhibitors — activity observed in subset; small series,PMID:38731241
SARC_CHOR,,PDGFRB,target,imatinib,small_molecule,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,advanced chordoma,Case reports + small series of durable responses in PDGFR-expressing chordoma,PMID:30216418
SARC_CHOR,,TBXT,target,brachyury vaccine,vaccine,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,resectable chordoma,GI-6301 brachyury yeast vaccine — immunotherapy trials,PMID:33594772
SARC_CHON,,IDH1,biomarker,,,,,,,,Recurrent mutation in conventional chondrosarcoma — driver; potential ivosidenib-eligible,PMID:40100120
SARC_CHON,,IDH2,biomarker,,,,,,,,IDH2 hotspot mutations occur in central chondrosarcoma,PMID:31615936
SARC_CHON,,EXT1,biomarker,,,,,,,,Germline inactivation — hereditary multiple exostoses + secondary chondrosarcoma risk,PMID:18271966
SARC_CHON,,EXT2,biomarker,,,,,,,,Germline inactivation — hereditary multiple exostoses,PMID:18271966
SARC_CHON,,COL2A1,biomarker,,,,,,,,Mutation in small subset; cartilage-lineage driver in hereditary enchondromatosis,PMID:25024164
SARC_CHON_MESENCHYMAL,,HEY1,biomarker,,,,,,,,HEY1-NCOA2 fusion — defining for mesenchymal chondrosarcoma,PMID:37212282
SARC_CHON,,IDH1,target,ivosidenib,small_molecule,phase_1,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,IDH1-mut advanced chondrosarcoma,Selective IDH1 inhibitor — activity in IDH1-R132 chondrosarcoma subset,PMID:40100120
BL,,MYC,biomarker,,,,,,,,"Defining oncogene — t(8;14) IGH-MYC (~80%), t(2;8) or t(8;22) variants; drives aggressive proliferation",PMID:16760443
BL,,MS4A1,biomarker,,,,,,,,CD20 — B-cell lineage; rituximab target,PMID:16760443
BL,,CD79A,biomarker,,,,,,,,B-cell receptor — BCR pathway component,PMID:16760443
BL,,BCL6,biomarker,,,,,,,,Germinal-center B-cell transcription factor — Burkitt cell of origin,PMID:16760443
BL,,TP53,biomarker,,,,,,,,Frequently mutated (~40%); high-risk in HIV-associated BL,PMID:36201743
BL,,MS4A1,target,rituximab,antibody,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,Burkitt lymphoma,Anti-CD20 added to intensive chemotherapy improves outcomes in Burkitt lymphoma,PMID:26423805
FL,,MS4A1,biomarker,,,,,,,,CD20 — germinal-center B-cell; anti-CD20 backbone of FL therapy,PMID:34210513
FL,,BCL2,biomarker,,,,,,,,t(14;18) IGH-BCL2 (~85%) — defining cytogenetic — anti-apoptotic driver,PMID:36765742
FL,,BCL6,biomarker,,,,,,,,Germinal-center TF; retained in FL vs lost in transformed aggressive variants,PMID:35297566
FL,,CD10,biomarker,,,,,,,,MME — germinal-center marker; differentiates FL from other B-NHLs,PMID:40393874
FL,,EZH2,biomarker,,,,,,,,Gain-of-function mutations (~25%); tazemetostat-sensitive subset,PMID:33035457
FL,,MS4A1,target,rituximab,antibody,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,FL (first-line maintenance + R/R),"Anti-CD20 — R-bendamustine / R-CHOP backbone, rituximab maintenance extends PFS",PMID:21176949
FL,,MS4A1,target,obinutuzumab,antibody,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,FL (R/R rituximab-refractory),Type-2 anti-CD20 — GADOLIN trial in rituximab-refractory FL,PMID:28276536
FL,,EZH2,target,tazemetostat,small_molecule,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,R/R EZH2-mutant FL,Tazemetostat monotherapy was evaluated in a phase 2 trial,PMID:33035457
FL,,MS4A1,target,mosunetuzumab,bispecific,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R FL (≥2 prior lines),CD20xCD3 bispecific — approved 2022; GO29781 trial,PMID:35803286
FL,,MS4A1,target,epcoritamab,bispecific,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R FL,CD20xCD3 bispecific — EPCORE NHL-1 trial,PMID:41371238
FL,,CD19,target,axicabtagene ciloleucel (axi-cel),CAR-T,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R FL after at least two systemic lines,CD19 CAR-T approved from the ZUMA-5 follicular-lymphoma cohort,PMID:35403693
FL,,CD19,target,lisocabtagene maraleucel (liso-cel),CAR-T,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R FL,CD19 CAR-T — TRANSCEND FL trial,PMID:38830991
HCL,,BRAF,biomarker,,,,,,,,V600E mutation — pathognomonic for classical HCL; ~100% of cases,PMID:38440808
